caliber,club,date,height,league,meta,person,place,position,source,throws,type,weight,first,given,last,matrilineal,nick,suffix
,Yakima,1920,,Pacific Coast International League,,data/PRGLWJJ,,,data/blau/blau-20161225,,player,,A. J.,A. J.,Hesse,,,
,Phoenix,1915,,Rio Grande Association,,data/QWRJPCW,,,data/morris/1915RioGrandeValley/ArizonaRepublic/2,,manager,,Herb,Herbert,Hester,,,
,Evansville,1922,,Illinois-Indiana-Iowa League,,data/QKKZNRS,,,data/blau/blau-20170219,,player,,,,Hewitt,,,
,Paducah,1922,,Kentucky-Illinois-Tennessee League,,data/QKKZNRS,,,data/blau/blau-20170219,,player,,,,Hewitt,,,
,Portland,1914,,New England League,,data/VJBYVPL,,,data/blau/blau-20170115,,player,,Charles,,Hickman,,Kid,
,Manchester,1915,,New England League,,data/VJBYVPL,,,data/blau/blau-20170115,,player,,Charles,,Hickman,,Kid,
,Huntington,1911,,Mountain States League,,data/KBCHHXF,,,data/blau/blau-20170521,,player,,D. J.,D. J.,Hicks,,,
,Charlotte,1914,,North Carolina State League,,data/KBCHHXF,,,data/blau/blau-20170521,,player,,D. J.,D. J.,Hicks,,,
,Paris,1912,,Blue Grass League,,data/NHYLWHX,,,data/blau/blau-20170521,,player,,Dennis,,Hicks,,,
,Cincinnati,1912,,United States League,,data/NHYLWHX,,,data/blau/blau-20170521,,player,,Dennis,,Hicks,,,
,Windsor,1912,,Border League,,data/CVXFMGF,,,data/blau/blau-20170129,,player,,Roy,,Hicks,,Daddy; Skin,
,Ironton,1911,,Mountain States League,,data/WZZSYZP,,,data/blau/blau-20170521,,player,,,,Hicks,,,
,Bloomington,1913,,Illinois-Indiana-Iowa League,,data/WYRLYHB,,,data/blau/blau-20180331,,player,,E. W.,E. W.,Hickstein,,,
,Muscatine,1914,,Central Association,,data/WYRLYHB,,,data/blau/blau-20180331,,player,,E. W.,E. W.,Hickstein,,,
,New York,1922,,National League,,data/FMJMPYR,,,data/blau/blau-20170521,,player,,Mahlon,,Higbee,,,
,Denver,1923,,Western League,,data/FMJMPYR,,,data/blau/blau-20170521,,player,,Mahlon,,Higbee,,,
,Quincy,1916,,Illinois-Indiana-Iowa League,,data/CTMXPRC,,,data/blau/blau-20170108,,player,,Mark,,Higbee,,Hy,
,Fort Wayne,1917,,Central League,,data/CTMXPRC,,,data/blau/blau-20170108,,player,,Mark,,Higbee,,Hy,
,Raleigh,1920,,Piedmont League,,data/ZVQTJCV,,,data/blau/blau-20161225,,player,,Mush,,Higgins,,,
,Raleigh,1921,,Piedmont League,,data/ZVQTJCV,,,data/blau/blau-20161225,,player,,Mush,,Higgins,,,
,Greensboro,1915,,North Carolina State League,,data/JLWMZPZ,,OF,data/morris/1915NorthCarolinaState/CharlotteObserver/13,,player,,D.B.,,High,,,
,Charlotte,1912,,North Carolina State League,,data/GFSXKRB,,P,data/morris/1915NorthCarolinaState/GreensboroDailyNews/5,,player,,Doc,,High,,,
,Charlotte,1913,,North Carolina State League,,data/GFSXKRB,,P,data/morris/1915NorthCarolinaState/GreensboroDailyNews/5,,player,,Doc,,High,,,
,Charlotte,1914,,North Carolina State League,,data/GFSXKRB,,P,data/morris/1915NorthCarolinaState/GreensboroDailyNews/5,,player,,Doc,,High,,,
,Asheville,1915,,North Carolina State League,,data/GFSXKRB,,P,data/morris/1915NorthCarolinaState/GreensboroDailyNews/5,,player,,Doc,,High,,,
,Charlotte,1916,,North Carolina State League,,data/NKWWLYN,,1B,data/morris/1915NorthCarolinaState/CharlotteObserver/27,,player,,Doc,,High,,,
,Alexandria,1934,,Evangeline League,,data/FQWWYJZ,,,data/blau/blau-20170521,,player,,Charlie,,Hilcher,,,
,Beckley,1935,,Middle Atlantic League,,data/FQWWYJZ,,,data/blau/blau-20170521,,player,,Charlie,,Hilcher,,,
,Burlington,1910,,Central Association,,data/STVDPXW,,,data/blau/blau-20170115,,player,,R.,,Hildebrand,,,
,Great Falls,1913,,Union Association,,data/MNSTSPW,,,data/blau/blau-20180331,,player,,Roswell,,Hildebrand,,,
,Keokuk,1914,,Central Association,,data/MNSTSPW,,,data/blau/blau-20180331,,player,,Roswell,,Hildebrand,,,
,Decatur,1914,,Illinois-Indiana-Iowa League,,data/MNSTSPW,,,data/blau/blau-20180331,,player,,Roswell,,Hildebrand,,,
,Zanesville,1933,,Middle Atlantic League,,data/YPYDWZP,,,data/blau/blau-20170205,,player,,William,,Hildinger,,,
,Spartanburg,1922,,South Atlantic League,,data/BWRQTLC,,,data/blau/blau-20171030,,player,,Bunker,,Hill,,,
,Yakima,1920,,Pacific Coast International League,,data/ZJDZYFR,,,data/blau/blau-20161225,,player,,Elmer,,Hill,,,
,Vernon,1920,,Pacific Coast League,,data/ZJDZYFR,,,data/blau/blau-20161225,,player,,Elmer,,Hill,,,
,Miami,1929,,Arizona State League,,data/FGSWZDS,,,data/blau/blau-20170319,,player,,Elmer,,Hill,,,
,Hutchinson,1914,,Kansas State League,,data/YPLNLBZ,,,data/blau/blau-20180331,,player,,Ernest,,Hill,,,
,Americus,1914,,Georgia State League,,data/PVKGJKL,,,data/morris/1915SouthAtlantic/CharlestonPos/1,,player,,Hugh,,Hill,,,
,Jacksonville,1915,,South Atlantic League,,data/PVKGJKL,,1B,data/morris/1915SouthAtlantic/CharlestonPos/1,,player,,Hugh,,Hill,,,
,Rockford,1920,,Illinois-Indiana-Iowa League,,data/TPQXVNN,,,data/blau/blau-20170115,,player,,William,,Hill,,,
,Joplin,1921,,Western League,,data/TPQXVNN,,,data/blau/blau-20170115,,player,,William,,Hill,,,
,Jacksonville,1915,,South Atlantic League,,data/WRMQJNF,,1B,data/morris/1915SouthAtlantic/ColumbiaState/152,,player,,,,Hill,,,
,Scranton,1917,,New York State League,,data/XGBFBTL,,,data/blau/blau-20170521,,player,,Hob,,Hiller,,,
,Columbia,1917,,South Atlantic League,,data/XGBFBTL,,,data/blau/blau-20170521,,player,,Hob,,Hiller,,,
,Petersburg,1919,,Virginia League,,data/QKKHJRV,,,data/blau/blau-20161225,,player,,Hob,,Hiller,,,
,Keokuk,1913,,Central Association,,data/FFYTNYV,,,data/blau/blau-20180331,,player,,Pat,,Hilly,,,
,Pittsfield,1914,,Eastern Association,,data/FFYTNYV,,,data/blau/blau-20180331,,player,,Pat,,Hilly,,,
,Bridgeport,1909,,Connecticut State League,,data/NNZFZCM,,,data/blau/blau-20170115,,player,,Frank,,Hilt,,,
,Johnstown/Chester,1912,,Tri-State League,,data/DMHLXTW,,,data/blau/blau-20170115,,player,,Albert,,Hine,,,
,Norfolk,1913,,Virginia League,,data/DMHLXTW,,,data/blau/blau-20170115,,player,,Albert,,Hine,,,
,Des Moines,1901,,Western League,,data/PQYYVVZ,,,data/blau/blau-20170115,,manager,,Hunkey,,Hines,,,
,Dubuque,1904,,Illinois-Indiana-Iowa League,,data/MZGGYMX,,,data/blau/blau-20170129,,manager,,Hunkey,,Hines,,,
,Vancouver,1920,,Pacific Coast International League,,data/KWTCXRH,,,data/blau/blau-20161225,,player,,C.,,Hinkle,,Moose,
,Brigham City,1921,,Northern Utah League,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,Logan,1921,,Northern Utah League,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,Logan,1921,,Northern Utah League,,data/NCGCCBC,,,data/blau/blau-20170521,,manager,,Matt,,Hinkle,,Hippo,
,Fort Smith,1922,,Western Association,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,Joplin,1922,,Western Association,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,Enid,1923,,Western Association,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,Denver,1923,,Western League,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,Grand Island,1924,,Tri-State League,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,Denver,1924,,Western League,,data/NCGCCBC,,,data/blau/blau-20170521,,player,,Matt,,Hinkle,,Hippo,
,High Point,1927,,Piedmont League,,data/DCZJZXD,,,data/blau/blau-20170521,,player,,,,Hinkle,,,
,Topeka,1927,,Western Association,,data/TQGFFXN,,,data/blau/blau-20170521,,player,,,,Hinkle,,,
,Springfield,1905,,Central League,,data/LZZKKFN,,,data/blau/blau-20170115,,player,,Arthur,,Hippert,,,
,Cedar Rapids,1909,,Illinois-Indiana-Iowa League,,data/LZZKKFN,,,data/blau/blau-20170115,,player,,Arthur,,Hippert,,,
,Cleveland,1915,,American League,,data/PZBHLXC,,,data/morris/1915SouthAtlantic/BuffaloEveningNews/1,,player,,Ed,,Hitchcock,,,
,Albany,1915,,South Atlantic League,,data/RZYKRTC,,p,data/morris/1915SouthAtlantic/ColumbiaState/280,,player,,,,Hitchcock,,,
,Mobile,1909,,Southern Association,,data/CGFDZYT,,,data/blau/blau-20170115,,player,,Loren,,Hixon,,,
,Indianapolis,1910,,American Association,,data/CGFDZYT,,,data/blau/blau-20170115,,player,,Loren,,Hixon,,,
,Charlotte,1915,,North Carolina State League,,data/MXGNGBZ,,C,data/morris/1915NorthCarolinaState/CharlotteObserver/29,,player,,W. A.,,Hoberg,,,
,Charlotte,1915,,North Carolina State League,,data/GJMPRBP,,C,data/morris/1915NorthCarolinaState/CharlotteNews/5,,player,,William,,Hoberg,,,
,Talladega,1914,,Georgia-Alabama League,,data/HSQSSKX,,,data/morris/1915SouthAtlantic/ColumbiaState/168,,player,,Red,,Hodge,,,
,Albany,1915,,South Atlantic League,,data/HSQSSKX,,ss,data/morris/1915SouthAtlantic/ColumbiaState/168,,player,,Red,,Hodge,,,
,Springfield,1921,,Western Association,,data/NJLVRRJ,,,data/blau/blau-20161225,,player,,Byrd,,Hodges,,,
,Rock Island,1922,,Mississippi Valley League,,data/WFGHFBZ,,,data/blau/blau-20170219,,player,,Emil,,Hoeft,,,
,Oklahoma City,1932,,Western League,,data/RPFYFFG,,,data/blau/blau-20171030,,player,,Ralph,Ralph,Hoener,,,
,Columbia,1912,,South Atlantic League,,data/BQZXTTK,,1B,data/morris/1915SouthAtlantic/ColumbiaState/295,,player,,Jack,,Hoey,,,
,Hartford,1913,,Eastern Association,,data/XLPWJRV,,,data/blau/blau-20180331,,player,,Jack,,Hoey,,,
,Meriden,1913,,Eastern Association,,data/XLPWJRV,,,data/blau/blau-20180331,,player,,Jack,,Hoey,,,
,Waterbury,1913,,Eastern Association,,data/XLPWJRV,,,data/blau/blau-20180331,,player,,Jack,,Hoey,,,
,Charleston,1913,,South Atlantic League,,data/BQZXTTK,,,data/morris/1915SouthAtlantic/ColumbiaState/295,,player,,Jack,,Hoey,,,
,Kinston,1927,,Virginia League,,data/PLSBDSZ,,,data/blau/blau-20170521,,player,,Arthur,,Hoffman,,,
,Dayton,1928,,Central League,,data/PLSBDSZ,,,data/blau/blau-20170521,,player,,Arthur,,Hoffman,,,
,Fort Wayne,1928,,Central League,,data/PLSBDSZ,,,data/blau/blau-20170521,,player,,Arthur,,Hoffman,,,
,Dormont,1929,,Inter-County Semi-pro League,,data/PLSBDSZ,,,data/blau/blau-20170521,,player,,Arthur,,Hoffman,,,
,New York,1907,,American League,,data/GBQZSXF,,,data/blau/blau-20170219,,player,,Danny,,Hoffman,,,
,Bridgeport,1916,,Eastern League,,data/GBQZSXF,,,data/blau/blau-20170219,,player,,Danny,,Hoffman,,,
,Oshkosh,1913,,Wisconsin-Illinois League,,data/CDDRKRD,,,data/blau/blau-20170115,,player,,Frank,,Hoffman,,,
,Lynchburg,1910,,Virginia League,,data/ZRNLXHT,,,data/blau/blau-20170625,,player,,Harry,,Hoffman,,,
,Danville,1911,,Virginia League,,data/ZRNLXHT,,,data/blau/blau-20170625,,player,,Harry,,Hoffman,,,
,Macon,1904,,South Atlantic League,,data/RXKPKCP,,,data/blau/blau-20161225,,player,,Henry,,Hoffman,,,
,Alexandria,1907,,Gulf Coast League,,data/RXKPKCP,,,data/blau/blau-20161225,,player,,Henry,,Hoffman,,,
,Alexandria,1908,,Gulf Coast League,,data/RXKPKCP,,,data/blau/blau-20161225,,player,,Henry,,Hoffman,,,
,Charleston,1914,,Ohio State League,,data/BNVSRPR,,,data/morris/1915Buckeye/MarionStar/2,,player,,Lawrence,,Hoffman,,,
,Marion,1915,,Buckeye League,,data/BNVSRPR,,P,data/morris/1915Buckeye/MarionStar/2,,player,,Lawrence,,Hoffman,,,
,Chambersburg,1930,,Blue Ridge League,,data/MJTGDGP,,,data/blau/blau-20171030,,player,,Colbert,,Hogan,,,
,Kansas City,1914,,Federal League,,data/CYTWBQT,,,data/blau/blau-20170115,,player,,George,,Hogan,,,
,Des Moines,1914,,Western League,,data/CYTWBQT,,,data/blau/blau-20170115,,player,,George,,Hogan,,,
,Cleveland,1923,,American League,,data/ZVZHXXS,,,data/blau/blau-20171001,,player,,Kenneth,,Hogan,,,
,Hastings,1923,,Nebraska State League,,data/ZVZHXXS,,,data/blau/blau-20171001,,player,,Kenneth,,Hogan,,,
,Cleveland,1923,,American League,,data/DWSBVCP,,,data/blau/blau-20170521,,player,,Kenny,,Hogan,,,
,Hastings,1923,,Nebraska State League,,data/DWSBVCP,,,data/blau/blau-20170521,,player,,Kenny,,Hogan,,,
,Asheville,1924,,South Atlantic League,,data/DWSBVCP,,,data/blau/blau-20170521,,player,,Kenny,,Hogan,,,
,West Palm Beach,1928,,Florida State League,,data/CKSTWHK,,,data/blau/blau-20170521,,player,,Mike,,Hogan,,,
,Rock Island,1922,,Mississippi Valley League,,data/FMGZXDM,,,data/blau/blau-20170219,,player,,Sam,,Holden,,,
,Marion,1915,,Buckeye League,,data/MJXZKYF,,C,data/morris/1915Buckeye/LimaNews/23,,player,,,,Holden,,,
,Mayfield,1922,,Kentucky-Illinois-Tennessee League,,data/JTSCTNM,,,data/blau/blau-20170521,,player,,Omer,,Holder,,Brownie,
,Mayfield,1923,,Kentucky-Illinois-Tennessee League,,data/JTSCTNM,,,data/blau/blau-20170521,,player,,Omer,,Holder,,Brownie,
,Meridian,1925,,Cotton States League,,data/JTSCTNM,,,data/blau/blau-20170521,,player,,Omer,,Holder,,Brownie,
,Sarasota,1927,,Florida State League,,data/JTSCTNM,,,data/blau/blau-20170521,,player,,Omer,,Holder,,Brownie,
,West Palm Beach,1928,,Florida State League,,data/JTSCTNM,,,data/blau/blau-20170521,,player,,Omer,,Holder,,Brownie,
,Brookhaven,1925,,Cotton States League,,data/MTVSKTH,,,data/blau/blau-20170521,,player,,,,Holder,,,
,Scranton,1925,,New York-Pennsylvania League,,data/HVVQNGR,,,data/blau/blau-20170101,,player,,,,Holke,,,
,LaGrange,1914,,Georgia-Alabama League,,data/NBTXXFH,,,data/morris/1915SouthAtlantic/ColumbiaState/165,,player,,Harry,,Holland,,,
,Atlanta,1914,,Southern Association,,data/DQTMSLB,,,data/blau/blau-20180331,,player,,Harry,,Holland,,,
,Albany,1915,,South Atlantic League,,data/NBTXXFH,,2B,data/morris/1915SouthAtlantic/ColumbiaState/165,,player,,Harry,,Holland,,,
,Minneapolis,1917,,American Association,,data/CSGXZQB,,,data/blau/blau-20170521,,player,,Harry,,Holland,,,
,Janesville,1921,,Iron Range League,,data/CSGXZQB,,,data/blau/blau-20170521,,player,,Harry,,Holland,,,
,Asheville,1924,,South Atlantic League,,data/CSGXZQB,,,data/blau/blau-20170521,,player,,Harry,,Holland,,,
,Asheville,1924,,South Atlantic League,,data/NRNCLQR,,,data/blau/blau-20170731,,player,,Harry,,Holland,,,
,Roanoke,1911,,Virginia League,,data/NQYSRYT,,,data/blau/blau-20170129,,player,,Joe,,Holland,,,
,Asheville,1913,,North Carolina State League,,data/NQYSRYT,,,data/blau/blau-20170129,,player,,Joe,,Holland,,,
,Columbia,1914,,South Atlantic League,,data/NQYSRYT,,,data/blau/blau-20170129,,player,,Joe,,Holland,,,
,Portsmouth,1914,,Virginia League,,data/NQYSRYT,,,data/blau/blau-20170129,,player,,Joe,,Holland,,,
,Fairmont,1928,,Middle Atlantic League,,data/NSPLXDZ,,,data/blau/blau-20170521,,player,,Orell,,Holland,,Apples,
,Baltimore,1929,,International League,,data/NSPLXDZ,,,data/blau/blau-20170521,,player,,Orell,,Holland,,Apples,
,Columbia,1929,,South Atlantic League,,data/NSPLXDZ,,,data/blau/blau-20170521,,player,,Orell,,Holland,,Apples,
,Charlotte,1930,,South Atlantic League,,data/NSPLXDZ,,,data/blau/blau-20170521,,player,,Orell,,Holland,,Apples,
,LaGrange,1914,,Georgia-Alabama League,,data/NBTXXFH,,,data/morris/1915SouthAtlantic/ColumbiaState/165,,player,,Sid,,Holland,,,
,Albany,1915,,South Atlantic League,,data/NBTXXFH,,2B,data/morris/1915SouthAtlantic/ColumbiaState/165,,player,,Sid,,Holland,,,
,Decatur,1914,,Illinois-Indiana-Iowa League,,data/BBTXGRP,,,data/blau/blau-20170115,,player,,Tom,,Holland,,,
,Quincy,1914,,Illinois-Indiana-Iowa League,,data/VLQBGGJ,,,data/blau/blau-20180331,,player,,Tom,,Holland,,,
,Akron,1915,,Buckeye League,,data/RLFPXJS,,,data/morris/1915Buckeye/AkronEveningTimes/3,,player,,,,Holler,,,
,Medicine Hat,1907,,Western Canada League,,data/DRGMGJG,,,data/blau/blau-20170521,,player,,George,,Hollis,,,
,Detroit,1922,,American League,,data/CVNHHQC,,,data/blau/blau-20170521,,player,,Ken,,Holloway,,,
,Augusta,1922,,South Atlantic League,,data/CVNHHQC,,,data/blau/blau-20170521,,player,,Ken,,Holloway,,,
,Sioux City/St. Joseph,1917,,Western League,,data/FMWHNVQ,,,data/blau/blau-20170108,,player,,Ed,,Holly,,,
,Ottumwa,1913,,Central Association,,data/KZTJNWF,,,data/blau/blau-20180331,,player,,Fred,,Holly,,,
,Ottumwa,1914,,Central Association,,data/KZTJNWF,,,data/blau/blau-20180331,,player,,Fred,,Holly,,,
,Grand Rapids,1912,,Central League,,data/NNDJRVY,,,data/blau/blau-20170115,,player,,Ducky,,Holmes,,,
,Saginaw,1913,,Southern Michigan League,,data/NNDJRVY,,,data/blau/blau-20170115,,player,,Ducky,,Holmes,,,
,Saginaw,1914,,Southern Michigan League,,data/NNDJRVY,,,data/blau/blau-20170115,,player,,Ducky,,Holmes,,,
,Topeka,1931,,Western League,,data/HRJGNSP,,,data/blau/blau-20171030,,player,,Leonard,,Holmes,,,
,Wichita,1932,,Western League,,data/HRJGNSP,,,data/blau/blau-20171030,,player,,Leonard,,Holmes,,,
,Watsonville,1913,,California League,,data/GZLWHCS,,,data/blau/blau-20170521,,player,,Dutch,,Holstrum,,,
,Flint,1920,,Michigan-Ontario League,,data/KJKJJNJ,,,data/blau/blau-20171030,,player,,Al,,Honeck,,,
,Akron,1928,,Central League,,data/VPLWGXM,,,data/blau/blau-20170115,,player,,Meredith,,Honeyman,,,
,Streator,1914,,Illinois-Missouri League,,data/BZPBWZR,,P,data/morris/1915Buckeye/CoshoctonMorningTribune/1,,player,,Ernest,,Hook,,,
,Akron,1915,,Buckeye League,,data/BZPBWZR,,P,data/morris/1915Buckeye/CoshoctonMorningTribune/1,,player,,Ernest,,Hook,,,
,Akron,1915,,Buckeye League,,data/NDGBZHQ,,P,data/morris/1915Buckeye/AkronEveningTimes/11,,player,,,,Hook,,,
,Columbia,1915,,South Atlantic League,,data/TSZPLMK,,1B,data/morris/1915SouthAtlantic/ColumbiaState/53,,player,,L. E.,,Hooper,,,
,Columbia,1915,,South Atlantic League,,data/LPDQNWB,,1B,data/morris/1915SouthAtlantic/ColumbiaState/19,,player,,,,Hooper,,,
,Columbia,1915,,South Atlantic League,,data/RJNFZQP,,,data/morris/1915SouthAtlantic/ColumbiaState/119,,player,,,,Hooper,,,
,Nazareth,1949,,North Atlantic League,,data/XLSVKHV,,,data/blau/blau-20170122,,player,,Don,,Hoover,,,
,Springfield,1920,,Western Association,,data/MQVWRLY,,,data/blau/blau-20161225,,player,,John,,Hoover,,,
,Springfield,1920,,Western Association,,data/HKVFPLS,,,data/blau/blau-20171223,,player,,,,Hoover,,Lefty,
,Springfield,1921,,Western Association,,data/HKVFPLS,,,data/blau/blau-20171223,,player,,,,Hoover,,Lefty,
,Norfolk,1914,,Virginia League,,data/BFRJXLP,,,data/blau/blau-20170129,,player,,Sis,,Hopkins,,,
,Portsmouth,1915,,Virginia League,,data/BFRJXLP,,,data/blau/blau-20170129,,player,,Sis,,Hopkins,,,
,Decatur,1911,,Illinois-Indiana-Iowa League,,data/LVTZHSZ,,,data/blau/blau-20170115,,player,,Bill,,Hopper,,,
,Pekin,1911,,Illinois-Missouri League,,data/LVTZHSZ,,,data/blau/blau-20170115,,player,,Bill,,Hopper,,,
,New Haven,1912,,California League,,data/LVTZHSZ,,,data/blau/blau-20170115,,player,,Bill,,Hopper,,,
,Memphis,1912,,Southern Association,,data/LVTZHSZ,,,data/blau/blau-20170115,,player,,Bill,,Hopper,,,
,Sioux Falls,1934,,Nebraska State League,,data/HMMPXDS,,,data/blau/blau-20170521,,player,,Jimmy,,Horio,,,
,Sacramento,1935,,Pacific Coast League,,data/HMMPXDS,,,data/blau/blau-20170521,,player,,Jimmy,,Horio,,,
,Bay City,1911,,Southwest Texas League,,data/KHZBVYL,,,data/blau/blau-20170115,,player,,Clifford Bernard,Clifford Bernard,Hornbach,,,
,Brownsville,1911,,Southwest Texas League,,data/KHZBVYL,,,data/blau/blau-20170115,,player,,Clifford Bernard,Clifford Bernard,Hornbach,,,
,Allentown,1912,,Tri-State League,,data/HGNMDGH,,,data/blau/blau-20170108,,player,,Hanson,,Horsey,,,
,Reading,1912,,Tri-State League,,data/HGNMDGH,,,data/blau/blau-20170108,,player,,Hanson,,Horsey,,,
,Los Angeles,1915,,Pacific Coast League,,data/GCZWJRJ,,,data/morris/1915RioGrandeValley/ElPasoHerald/93,,player,,Oscar,,Horstman,,,
,Tucson,1915,,Rio Grande Association,,data/GCZWJRJ,,P,data/morris/1915RioGrandeValley/ElPasoHerald/93,,player,,Oscar,,Horstman,,,
,Topeka,1931,,Western League,,data/FLTCWJV,,,data/blau/blau-20170521,,player,,Tank,William,Horton,,,
,Chattanooga,1932,,Southern Association,,data/FLTCWJV,,,data/blau/blau-20170521,,player,,Tank,William,Horton,,,
,Wichita,1932,,Western League,,data/FLTCWJV,,,data/blau/blau-20170521,,player,,Tank,William,Horton,,,
,Topeka,1931,,Western League,,data/SBSMTZC,,,data/blau/blau-20171030,,player,,,,Horton,,Tank,
,Wichita,1932,,Western League,,data/SBSMTZC,,,data/blau/blau-20171030,,player,,,,Horton,,Tank,
,Vernon,1911,,Pacific Coast League,,data/SZWZXMK,,,data/blau/blau-20170115,,player,,Franz,,Hosp,,,
,Philadelphia,1914,,American League,,data/NWYGPXN,,,data/blau/blau-20170115,,player,,Byron,,Houck,,,
,New Haven,1915,,Colonial League,,data/NWYGPXN,,,data/blau/blau-20170115,,player,,Byron,,Houck,,,
,Pawtucket,1915,,Colonial League,,data/NWYGPXN,,,data/blau/blau-20170115,,player,,Byron,,Houck,,,
,Kansas City,1925,,American Association,,data/DFJFVKZ,,,data/blau/blau-20170319,,player,,Don,,Houck,,Specs,
,Springfield,1925,,Western Association,,data/DFJFVKZ,,,data/blau/blau-20170319,,player,,Don,,Houck,,Specs,
,Greensboro,1915,,North Carolina State League,,data/DJYZNHP,,OF,data/morris/1915NorthCarolinaState/CharlotteObserver/9,,player,,R.R.,,Houck,,,
,Tacoma,1915,,Northwestern League,,data/MWSTFGV,,,data/blau/blau-20170115,,player,,Howard,,House,,,
,Victoria,1915,,Northwestern League,,data/MWSTFGV,,,data/blau/blau-20170115,,player,,Howard,,House,,,
,Moline,1926,,Mississippi Valley League,,data/JHXCBCV,,,data/blau/blau-20180331,,player,,Jimmy,,House,,,
,Mason City,1916,,Central Association,,data/RTHDDFJ,,,data/morris/General/1916DailyGateCity/5,,player,,Arthur,Arthur Allen,Howell,,,
,Greensboro,1915,,North Carolina State League,,data/JWHCLLP,,OF,data/morris/1915NorthCarolinaState/CharlotteObserver/10,,player,,Claude,Claude C.,Howell,,,
,Greensboro,1915,,North Carolina State League,,data/RGXKTYW,,IF,data/morris/1915NorthCarolinaState/CharlotteObserver/18,,player,,James,,Howell [Hewell],,,
,Phoenix,1929,,Arizona State League,,data/TVBDKLQ,,,data/blau/blau-20170319,,player,,George,,Hubbell,,,
